item_type,item_text,best_testcase_id,best_similarity,best_testcase_text
concept,- <name> — kind=<kind>; attributes=[a: type,TC-Login-001,0.7044877409934998,"test case id: tc-login-001 title: successful login module: login source pages: 2,3,4 preconditions: user has a valid username and password. test data: - username: valid_user - password: valid_password test steps: 1. user enters valid username and password. 2. user clicks login button. 3. api manager receives login request. 4. api manager verifies credentials. 5. api manager sends response back to user. expected result: user receives a successful login response."
concept,...]; operations=[op(args): ret,TC-Service-003,0.6901816129684448,test case id: tc-service-003 title: service loop module: service source pages: 5 preconditions: user is logged in and an api exists. test data: - api name: api1 - version: v1 test steps: 1. user sends a request to the service. 2. service receives the request. 3. service processes the request. 4. service sends response back to user. 5. user sends another request to the service. 6. service receives the request. 7. service processes the request. 8. service sends response back to user. expected result: user receives a successful request handling response for both requests.
concept,...]; role=<short role/meaning using only visible labels>,TC-Login-004,0.6832677721977234,"test case id: tc-login-004 title: empty username module: login source pages: 2,3,4 preconditions: user leaves the username field empty. test data: - username: - password: valid_password test steps: 1. user leaves the username field empty. 2. user enters valid password. 3. user clicks login button. 4. api manager receives login request. 5. api manager verifies credentials. 6. api manager sends response back to user. expected result: user receives an unsuccessful login response due to empty username."
concept,<name>,TC-Login-001,0.7152321338653564,"test case id: tc-login-001 title: successful login module: login source pages: 2,3,4 preconditions: user has a valid username and password. test data: - username: valid_user - password: valid_password test steps: 1. user enters valid username and password. 2. user clicks login button. 3. api manager receives login request. 4. api manager verifies credentials. 5. api manager sends response back to user. expected result: user receives a successful login response."
concept,<actor or lifeline name 1>,TC-Service-003,0.7134898900985718,test case id: tc-service-003 title: service loop module: service source pages: 5 preconditions: user is logged in and an api exists. test data: - api name: api1 - version: v1 test steps: 1. user sends a request to the service. 2. service receives the request. 3. service processes the request. 4. service sends response back to user. 5. user sends another request to the service. 6. service receives the request. 7. service processes the request. 8. service sends response back to user. expected result: user receives a successful request handling response for both requests.
concept,<actor or lifeline name 2>,TC-Service-003,0.7097176313400269,test case id: tc-service-003 title: service loop module: service source pages: 5 preconditions: user is logged in and an api exists. test data: - api name: api1 - version: v1 test steps: 1. user sends a request to the service. 2. service receives the request. 3. service processes the request. 4. service sends response back to user. 5. user sends another request to the service. 6. service receives the request. 7. service processes the request. 8. service sends response back to user. expected result: user receives a successful request handling response for both requests.
concept,"(if none are explicitly shown, write """,TC-Login-001,0.710187554359436,"test case id: tc-login-001 title: successful login module: login source pages: 2,3,4 preconditions: user has a valid username and password. test data: - username: valid_user - password: valid_password test steps: 1. user enters valid username and password. 2. user clicks login button. 3. api manager receives login request. 4. api manager verifies credentials. 5. api manager sends response back to user. expected result: user receives a successful login response."
concept,user,TC-Login-001,0.7452672123908997,"test case id: tc-login-001 title: successful login module: login source pages: 2,3,4 preconditions: user has a valid username and password. test data: - username: valid_user - password: valid_password test steps: 1. user enters valid username and password. 2. user clicks login button. 3. api manager receives login request. 4. api manager verifies credentials. 5. api manager sends response back to user. expected result: user receives a successful login response."
concept,apimanager,TC-APIManager-001,0.7716518044471741,test case id: tc-apimanager-001 title: create api module: api management source pages: 4 preconditions: user is logged in. test data: - api name: api1 - version: v1 test steps: 1. user clicks create api button. 2. user enters api name and version. 3. user clicks submit button. 4. api manager receives create api request. 5. api manager creates the api. 6. api manager sends response back to user. expected result: user receives a successful api creation response.
concept,main,TC-Login-001,0.7310320138931274,"test case id: tc-login-001 title: successful login module: login source pages: 2,3,4 preconditions: user has a valid username and password. test data: - username: valid_user - password: valid_password test steps: 1. user enters valid username and password. 2. user clicks login button. 3. api manager receives login request. 4. api manager verifies credentials. 5. api manager sends response back to user. expected result: user receives a successful login response."
concept,service,TC-Service-003,0.7587113976478577,test case id: tc-service-003 title: service loop module: service source pages: 5 preconditions: user is logged in and an api exists. test data: - api name: api1 - version: v1 test steps: 1. user sends a request to the service. 2. service receives the request. 3. service processes the request. 4. service sends response back to user. 5. user sends another request to the service. 6. service receives the request. 7. service processes the request. 8. service sends response back to user. expected result: user receives a successful request handling response for both requests.
concept,api manager,TC-APIManager-001,0.7706856727600098,test case id: tc-apimanager-001 title: create api module: api management source pages: 4 preconditions: user is logged in. test data: - api name: api1 - version: v1 test steps: 1. user clicks create api button. 2. user enters api name and version. 3. user clicks submit button. 4. api manager receives create api request. 5. api manager creates the api. 6. api manager sends response back to user. expected result: user receives a successful api creation response.
concept,report,TC-Login-001,0.716096043586731,"test case id: tc-login-001 title: successful login module: login source pages: 2,3,4 preconditions: user has a valid username and password. test data: - username: valid_user - password: valid_password test steps: 1. user enters valid username and password. 2. user clicks login button. 3. api manager receives login request. 4. api manager verifies credentials. 5. api manager sends response back to user. expected result: user receives a successful login response."
concept,datamanager,TC-DataManagement-007,0.7716575860977173,test case id: tc-datamanagement-007 title: data interaction rate limiting module: data management source pages: 5 preconditions: user is logged in. test data: - data attribute: attribute1 - data value: value1 test steps: 1. user sends a data interaction request to the datamanager. 2. datamanager receives the request. 3. datamanager expected result:
