src_tc_id,best_ref_tc_id,best_similarity,src_embedding_text,best_ref_embedding_text
TC-AUTHENTICATION-001,TC-Login-001,0.8747450113296509,"source: design test case id: tc-authentication-001 title: successful user login with valid credentials module: authentication source files or pages: 3, 6 covered methods: preconditions: - user is registered in the system. - database contains the user’s hashed password. test data: - email: `volunteer1@example.com` - password: `securepass123!` test steps: 1. user enters email and password in the login form. 2. system sends `post /login` request to the server. 3. server queries the database for the user with `email = ""volunteer1@example.com""`. 4. server verifies the password using `bcrypt.comparesync()`. 5. server generates a jwt token. 6. server updates the `tokens` table to revoke old tokens and inserts a new one. 7. server sends a success response with the jwt token to the client. expected result: - user is redirected to the home page. - jwt token is stored in the client (e.g., localstorage). - no error messages are displayed. unit: project:","source: code test case id: tc-login-001 title: login with valid credentials module: login source files or pages: [""app/src/main/java/com/example/rescuenet/login.kt""] covered methods: [""oncreate"", ""performlogin""] preconditions: [""user has valid credentials (username and password)""] test data: [""valid username and password""] test steps: [""launch the app"", ""enter valid credentials in the username and password fields"", ""click the login button""] expected result: [""the app should navigate to the home screen""] unit: example_03 project: code_file9"
TC-AUTHENTICATION-002,TC-Login-002,0.8975169658660889,"source: design test case id: tc-authentication-002 title: failed login with incorrect password module: authentication source files or pages: 3, 6 covered methods: preconditions: - user is registered in the system. test data: - email: `volunteer1@example.com` - password: `wrongpass123!` test steps: 1. user enters email and password in the login form. 2. system sends `post /login` request to the server. 3. server queries the database for the user with `email = ""volunteer1@example.com""`. 4. server verifies the password using `bcrypt.comparesync()`. 5. password verification fails. 6. server sends an error response to the client. expected result: - user sees an error message: *""invalid email or password""*. - no token is generated or stored. - user remains on the login page. unit: project:","source: code test case id: tc-login-002 title: login with invalid credentials module: login source files or pages: [""app/src/main/java/com/example/rescuenet/login.kt""] covered methods: [""oncreate"", ""performlogin""] preconditions: [""user has invalid credentials (username and password)""] test data: [""invalid username and password""] test steps: [""launch the app"", ""enter invalid credentials in the username and password fields"", ""click the login button""] expected result: [""the app should display an error message""] unit: example_03 project: code_file9"
TC-AUTHENTICATION-003,TC-Login-003,0.8694121837615967,"source: design test case id: tc-authentication-003 title: failed login with non-existent email module: authentication source files or pages: 3, 6 covered methods: preconditions: - no user exists with the provided email. test data: - email: `nonexistent@example.com` - password: `anypassword123!` test steps: 1. user enters email and password in the login form. 2. system sends `post /login` request to the server. 3. server queries the database for the user with `email = ""nonexistent@example.com""`. 4. database returns `user.length == 0`. 5. server sends an error response to the client. expected result: - user sees an error message: *""invalid email or password""*. - no token is generated or stored. - user remains on the login page. unit: project:","source: code test case id: tc-login-003 title: login with empty credentials module: login source files or pages: [""app/src/main/java/com/example/rescuenet/login.kt""] covered methods: [""oncreate"", ""performlogin""] preconditions: [""user has empty credentials (username and password)""] test data: [""empty username and password""] test steps: [""launch the app"", ""enter empty credentials in the username and password fields"", ""click the login button""] expected result: [""the app should display an error message""] unit: example_03 project: code_file9"
TC-REGISTRATION-001,TC-Signup-002,0.8534243106842041,"source: design test case id: tc-registration-001 title: successful user registration with valid data module: user management source files or pages: 1, 7 covered methods: preconditions: - system is operational. - no user exists with the provided email. test data: - name: `john` - surname: `doe` - email: `john.doe@example.com` - password: `securepass123!` - regione: `lombardia` - provincia: `milano` test steps: 1. user clicks ""registrati"" and fills out the registration form. 2. system sends `post /nuovoutente` request to the server. 3. server validates input fields (non-empty, correct format). 4. server hashes the password using `bcrypt`. 5. server inserts the new user into the `utenti` table. 6. server sends a success response to the client. expected result: - user sees a success message: *""registration successful. please log in.""*. - user is redirected to the login page. - new user record exists in the database with hashed password. unit: project:","source: code test case id: tc-signup-002 title: signup request is sent correctly module: signup source files or pages: [""app/src/main/java/com/example/rescuenet/signup.kt""] covered methods: [""sendsignuprequest""] preconditions: [""none""] test data: [""1. fill in all the necessary fields""] test steps: [""launch the app"", ""fill in all the necessary fields"", ""select a date of birth"", ""enter a password"", ""select a region, province, and city"", ""click the signup button"", ""verify that the signup request is sent correctly""] expected result: [""the signup request is sent correctly with the correct data""] unit: example_03 project: code_file9"
TC-REGISTRATION-002,TC-Signup-005,0.8674052953720093,"source: design test case id: tc-registration-002 title: failed registration with duplicate email module: user management source files or pages: 1, 7 covered methods: preconditions: - a user already exists with `email = ""john.doe@example.com""`. test data: - name: `john` - surname: `doe` - email: `john.doe@example.com` - password: `securepass123!` test steps: 1. user clicks ""registrati"" and fills out the registration form. 2. system sends `post /nuovoutente` request to the server. 3. server detects duplicate email during database insertion. 4. server logs the error and sends an http `400` response. expected result: - user sees an error message: *""email already registered.""*. - no new user record is created in the database. unit: project:","source: code test case id: tc-signup-005 title: signup request is sent with duplicate data module: signup source files or pages: [""app/src/main/java/com/example/rescuenet/signup.kt""] covered methods: [""sendsignuprequest""] preconditions: [""none""] test data: [""1. fill in all the necessary fields""] test steps: [""launch the app"", ""fill in all the necessary fields"", ""select a date of birth"", ""enter a password"", ""select a region, province, and city"", ""enter the same email address as another user"", ""click the signup button"", ""verify that the signup request is not sent""] expected result: [""the signup request is not sent with duplicate data""] unit: example_03 project: code_file9"
TC-EMERGENCY-VISUALIZATION-001,TC-HomeViewModel-001,0.8350510001182556,"source: design test case id: tc-emergency-visualization-001 title: view emergencies as an authenticated user with available emergencies module: emergency visualization source files or pages: 2 covered methods: preconditions: - user is logged in (authenticated). - at least one emergency exists in the system. test data: test steps: 1. user clicks ""visualizza emergenze"" on the home page. 2. system checks if the user is authenticated (`utente autenticato?`). 3. system checks if emergencies are available (`emergenze disponibili?`). 4. system displays a list of emergencies. expected result: - user sees a list of emergencies with details (description, regione, provincia). - no ""nessuna emergenza"" message is displayed. unit: project:","source: code test case id: tc-homeviewmodel-001 title: fetch emergenze with filter module: homeviewmodel source files or pages: [""app/src/main/java/com/example/rescuenet/homeviewmodel.kt""] covered methods: [""fetchemergenze""] preconditions: [""the user is logged in""] test data: [""a valid token""] test steps: [""call the `fetchemergenze` method with a filter"", ""verify that the `onresponse` method is called with a valid response""] expected result: [""the `onresponse` method is called with a valid response"", ""the `emergenze` livedata is updated with the fetched emergenze""] unit: rescuenet_06 project: code_file9"
TC-EMERGENCY-VISUALIZATION-002,TC-ListaVolontari-003,0.8152939081192017,"source: design test case id: tc-emergency-visualization-002 title: view emergencies as an unauthenticated user module: emergency visualization source files or pages: 2 covered methods: preconditions: - user is not logged in. test data: test steps: 1. user clicks ""visualizza emergenze"" on the home page. 2. system checks if the user is authenticated (`utente autenticato?`). 3. user is redirected to the login page. expected result: - user is prompted to log in. - no emergency list is displayed. unit: project:","source: code test case id: tc-listavolontari-003 title: verify that the recycler view is updated correctly when the user logs out module: listavolontari source files or pages: [""app/src/main/java/com/example/rescuenet/listavolontari.kt""] covered methods: [""caricavolontari""] preconditions: [""the app is launched and the user is logged in.""] test data: [""none""] test steps: [""launch the app and navigate to the listavolontari screen."", ""verify that the recycler view is not empty."", ""log out of the app."", ""verify that the recycler view is empty.""] expected result: [""the recycler view is empty.""] unit: rescuenet_06 project: code_file9"
TC-EMERGENCY-VISUALIZATION-003,TC-HomeViewModel-001,0.832024872303009,"source: design test case id: tc-emergency-visualization-003 title: view emergencies as an authenticated user with no emergencies module: emergency visualization source files or pages: 2 covered methods: preconditions: - user is logged in (authenticated). - no emergencies exist in the system. test data: test steps: 1. user clicks ""visualizza emergenze"" on the home page. 2. system checks if the user is authenticated (`utente autenticato?`). 3. system checks if emergencies are available (`emergenze disponibili?`). 4. system displays ""nessuna emergenza"" message. expected result: - user sees the message: *""no emergencies available.""*. - no list of emergencies is displayed. unit: project:","source: code test case id: tc-homeviewmodel-001 title: fetch emergenze with filter module: homeviewmodel source files or pages: [""app/src/main/java/com/example/rescuenet/homeviewmodel.kt""] covered methods: [""fetchemergenze""] preconditions: [""the user is logged in""] test data: [""a valid token""] test steps: [""call the `fetchemergenze` method with a filter"", ""verify that the `onresponse` method is called with a valid response""] expected result: [""the `onresponse` method is called with a valid response"", ""the `emergenze` livedata is updated with the fetched emergenze""] unit: rescuenet_06 project: code_file9"
TC-EMERGENCY-CREATION-001,TC-NuovaEmergenza-002,0.8374412059783936,"source: design test case id: tc-emergency-creation-001 title: successful emergency creation by an authenticated coordinator module: emergency management source files or pages: 1, 4 covered methods: preconditions: - coordinator is logged in (authenticated). - coordinator has permission to create emergencies. test data: - descrizione: `alluvione in via roma` - regione: `lombardia` - provincia: `milano` test steps: 1. coordinator clicks ""inserisci emergenza"". 2. system verifies coordinator authentication (`coordinatore autenticato?`). 3. coordinator enters emergency details. 4. system checks if information is complete (`informazioni complete?`). 5. system creates the emergency in the database. 6. system creates an `assegnazione` linked to the emergency. expected result: - emergency is created and displayed in the system. - new `emergenza` record exists in the database. - associated `assegnazione` record is created with default `data_inizio` and `data_fine`. unit: project:","source: code test case id: tc-nuovaemergenza-002 title: test sendaddrequest method with valid data module: nuovaemergenza source files or pages: [""app/src/main/java/com/example/rescuenet/nuovaemergenza.kt""] covered methods: [""sendaddrequest""] preconditions: [""the activity is created and the user has entered valid data""] test data: [""valid data for the emergency""] test steps: [""launch the activity"", ""enter valid data for the emergency"", ""click the \""add\"" button"", ""verify that the emergency is added successfully""] expected result: [""the emergency is added successfully""] unit: rescuenet_06 project: code_file9"
TC-EMERGENCY-CREATION-002,TC-NuovaEmergenza-003,0.8447203040122986,"source: design test case id: tc-emergency-creation-002 title: failed emergency creation with incomplete details module: emergency management source files or pages: 1, 4 covered methods: preconditions: - coordinator is logged in (authenticated). test data: - descrizione: `alluvione` (missing regione/provincia) test steps: 1. coordinator clicks ""inserisci emergenza"". 2. system verifies coordinator authentication (`coordinatore autenticato?`). 3. coordinator enters incomplete emergency details. 4. system checks if information is complete (`informazioni complete?`). 5. system prompts coordinator to update missing details. expected result: - coordinator sees an error message: *""please fill in all required fields (regione, provincia).""*. - no emergency is created in the database. unit: project:","source: code test case id: tc-nuovaemergenza-003 title: test sendaddrequest method with invalid data module: nuovaemergenza source files or pages: [""app/src/main/java/com/example/rescuenet/nuovaemergenza.kt""] covered methods: [""sendaddrequest""] preconditions: [""the activity is created and the user has entered invalid data""] test data: [""invalid data for the emergency""] test steps: [""launch the activity"", ""enter invalid data for the emergency"", ""click the \""add\"" button"", ""verify that the emergency is not added successfully""] expected result: [""the emergency is not added successfully""] unit: rescuenet_06 project: code_file9"
